timestamp;buyer;seller;symbol;currency;price;quantity
100;;;BERRIES;SEASHELLS;3854.0;19
100;;;AMETHYSTS;SEASHELLS;9998.0;1
200;;;DIP;SEASHELLS;7094.0;7
200;;;STARFRUIT;SEASHELLS;4827.0;1
200;;;AMETHYSTS;SEASHELLS;9998.0;1
300;;;STARFRUIT;SEASHELLS;4822.0;1
400;;;STARFRUIT;SEASHELLS;4823.0;5
500;;;AMETHYSTS;SEASHELLS;10005.0;2
500;;;STARFRUIT;SEASHELLS;4828.0;2
500;;;BERRIES;SEASHELLS;3854.0;6
600;;;BAGUETTE;SEASHELLS;12247.0;6
1000;;;AMETHYSTS;SEASHELLS;10002.0;1
1000;;;DIP;SEASHELLS;7099.0;4
1000;;;AMETHYSTS;SEASHELLS;10002.0;2
1200;;;DIP;SEASHELLS;7096.0;9
1200;;;STARFRUIT;SEASHELLS;4822.0;1
1300;;;PICNIC_BASKET;SEASHELLS;74297.0;6
1300;;;AMETHYSTS;SEASHELLS;9998.0;1
1300;;;DIVING_GEAR;SEASHELLS;99179.0;3
1300;;;DIVING_GEAR;SEASHELLS;99179.0;3
1500;;;STARFRUIT;SEASHELLS;4822.0;1
1600;;;AMETHYSTS;SEASHELLS;9996.0;1
1700;;;UKULELE;SEASHELLS;20965.0;3
1900;;;AMETHYSTS;SEASHELLS;9998.0;8
1900;;;AMETHYSTS;SEASHELLS;9998.0;4
2000;;;UKULELE;SEASHELLS;20970.0;2
2300;;;UKULELE;SEASHELLS;20968.0;2
2400;;;DIVING_GEAR;SEASHELLS;99170.0;1
2500;;;DIP;SEASHELLS;7095.0;6
2500;;;DIVING_GEAR;SEASHELLS;99181.0;2
2700;;;BAGUETTE;SEASHELLS;12238.0;5
2800;;;DIP;SEASHELLS;7090.0;9
2900;;;DIP;SEASHELLS;7090.0;10
3200;;;AMETHYSTS;SEASHELLS;10004.0;1
3200;;;STARFRUIT;SEASHELLS;4828.0;2
3200;;;AMETHYSTS;SEASHELLS;10004.0;1
3400;;;AMETHYSTS;SEASHELLS;9998.0;1
3500;;;STARFRUIT;SEASHELLS;4825.0;4
3600;;;AMETHYSTS;SEASHELLS;10002.0;5
3600;;;BAGUETTE;SEASHELLS;12239.0;4
3600;;;AMETHYSTS;SEASHELLS;10002.0;3
3900;;;AMETHYSTS;SEASHELLS;10002.0;4
3900;;;COCONUTS;SEASHELLS;7921.0;10
4300;;;BERRIES;SEASHELLS;3847.0;4
4600;;;STARFRUIT;SEASHELLS;4825.0;1
4900;;;AMETHYSTS;SEASHELLS;10004.0;2
4900;;;UKULELE;SEASHELLS;20960.0;7
4900;;;STARFRUIT;SEASHELLS;4824.0;2
5000;;;BAGUETTE;SEASHELLS;12223.0;4
5000;;;STARFRUIT;SEASHELLS;4820.0;3
5100;;;DIVING_GEAR;SEASHELLS;99178.0;1
5300;;;COCONUTS;SEASHELLS;7923.0;46
5500;;;DIP;SEASHELLS;7084.0;4
5700;;;PICNIC_BASKET;SEASHELLS;74216.0;1
