timestamp;buyer;seller;symbol;currency;price;quantity
100;;;BERRIES;SEASHELLS;3854.0;19
100;;;AMETHYSTS;SEASHELLS;9998.0;1
200;;;STARFRUIT;SEASHELLS;4827.0;1
200;;;AMETHYSTS;SEASHELLS;9998.0;1
300;;;STARFRUIT;SEASHELLS;4822.0;1
400;;;STARFRUIT;SEASHELLS;4823.0;5
500;;;AMETHYSTS;SEASHELLS;10005.0;2
500;;;STARFRUIT;SEASHELLS;4828.0;2
500;;;BERRIES;SEASHELLS;3854.0;6
1000;;;AMETHYSTS;SEASHELLS;10002.0;1
1000;;;AMETHYSTS;SEASHELLS;10002.0;2
1200;;;STARFRUIT;SEASHELLS;4822.0;1
1300;;;AMETHYSTS;SEASHELLS;9998.0;1
1300;;;DIVING_GEAR;SEASHELLS;99179.0;3
1300;;;DIVING_GEAR;SEASHELLS;99179.0;3
1500;;;STARFRUIT;SEASHELLS;4822.0;1
1600;;;AMETHYSTS;SEASHELLS;9996.0;1
1900;;;AMETHYSTS;SEASHELLS;9998.0;8
1900;;;AMETHYSTS;SEASHELLS;9998.0;4
2400;;;DIVING_GEAR;SEASHELLS;99170.0;1
2500;;;DIVING_GEAR;SEASHELLS;99181.0;2
3200;;;AMETHYSTS;SEASHELLS;10004.0;1
3200;;;STARFRUIT;SEASHELLS;4828.0;2
3200;;;AMETHYSTS;SEASHELLS;10004.0;1
3400;;;AMETHYSTS;SEASHELLS;9998.0;1
3500;;;STARFRUIT;SEASHELLS;4825.0;4
3600;;;AMETHYSTS;SEASHELLS;10002.0;5
3600;;;AMETHYSTS;SEASHELLS;10002.0;3
3900;;;AMETHYSTS;SEASHELLS;10002.0;4
3900;;;COCONUTS;SEASHELLS;7921.0;10
4300;;;BERRIES;SEASHELLS;3847.0;4
4600;;;STARFRUIT;SEASHELLS;4825.0;1
4900;;;AMETHYSTS;SEASHELLS;10004.0;2
4900;;;STARFRUIT;SEASHELLS;4824.0;2
5000;;;STARFRUIT;SEASHELLS;4820.0;3
5100;;;DIVING_GEAR;SEASHELLS;99178.0;1
5300;;;COCONUTS;SEASHELLS;7923.0;46
5800;;;STARFRUIT;SEASHELLS;4818.0;1
5900;;;AMETHYSTS;SEASHELLS;9996.0;1
5900;;;STARFRUIT;SEASHELLS;4817.0;1
6300;;;STARFRUIT;SEASHELLS;4818.0;5
6300;;;STARFRUIT;SEASHELLS;4817.0;2
6500;;;BERRIES;SEASHELLS;3847.0;13
6900;;;DIVING_GEAR;SEASHELLS;99185.0;2
6900;;;DIVING_GEAR;SEASHELLS;99188.0;1
7100;;;COCONUTS;SEASHELLS;7914.0;40
7400;;;STARFRUIT;SEASHELLS;4815.0;1
7800;;;STARFRUIT;SEASHELLS;4819.0;1
7800;;;AMETHYSTS;SEASHELLS;10002.0;2
7900;;;AMETHYSTS;SEASHELLS;10004.0;1
7900;;;AMETHYSTS;SEASHELLS;10004.0;8
8000;;;PINA_COLADAS;SEASHELLS;14829.0;2
8100;;;BERRIES;SEASHELLS;3845.0;11
