timestamp;buyer;seller;symbol;currency;price;quantity
0;;;BERRIES;SEASHELLS;4003.0;6
100;;;AMETHYSTS;SEASHELLS;10002.0;1
100;;;DIVING_GEAR;SEASHELLS;99999.0;1
300;;;AMETHYSTS;SEASHELLS;9998.0;2
300;;;AMETHYSTS;SEASHELLS;9998.0;1
400;;;STARFRUIT;SEASHELLS;4899.0;9
500;;;STARFRUIT;SEASHELLS;4899.0;1
500;;;AMETHYSTS;SEASHELLS;10002.0;1
500;;;AMETHYSTS;SEASHELLS;10004.0;1
700;;;BERRIES;SEASHELLS;3997.0;11
1200;;;COCONUTS;SEASHELLS;8114.0;10
1400;;;STARFRUIT;SEASHELLS;4891.0;1
1500;;;AMETHYSTS;SEASHELLS;10002.0;1
1500;;;STARFRUIT;SEASHELLS;4896.0;1
1700;;;AMETHYSTS;SEASHELLS;10005.0;6
2200;;;STARFRUIT;SEASHELLS;4896.0;16
2400;;;STARFRUIT;SEASHELLS;4894.0;3
2500;;;STARFRUIT;SEASHELLS;4891.0;5
2700;;;AMETHYSTS;SEASHELLS;9998.0;5
2800;;;STARFRUIT;SEASHELLS;4895.0;1
2800;;;BERRIES;SEASHELLS;4004.0;14
2900;;;AMETHYSTS;SEASHELLS;9998.0;1
3100;;;STARFRUIT;SEASHELLS;4891.0;1
3300;;;AMETHYSTS;SEASHELLS;9996.0;2
3300;;;AMETHYSTS;SEASHELLS;9996.0;2
3700;;;STARFRUIT;SEASHELLS;4897.0;1
4000;;;COCONUTS;SEASHELLS;8103.0;48
4200;;;STARFRUIT;SEASHELLS;4893.0;2
4200;;;STARFRUIT;SEASHELLS;4893.0;10
4300;;;BERRIES;SEASHELLS;3998.0;10
4300;;;AMETHYSTS;SEASHELLS;9996.0;1
4300;;;AMETHYSTS;SEASHELLS;9995.0;1
4300;;;STARFRUIT;SEASHELLS;4892.0;1
4300;;;AMETHYSTS;SEASHELLS;9996.0;2
4400;;;STARFRUIT;SEASHELLS;4893.0;1
4400;;;AMETHYSTS;SEASHELLS;9998.0;1
4700;;;STARFRUIT;SEASHELLS;4893.0;8
4700;;;STARFRUIT;SEASHELLS;4893.0;4
4800;;;STARFRUIT;SEASHELLS;4898.0;1
4800;;;AMETHYSTS;SEASHELLS;10002.0;3
4900;;;AMETHYSTS;SEASHELLS;9998.0;4
4900;;;AMETHYSTS;SEASHELLS;9998.0;1
5100;;;STARFRUIT;SEASHELLS;4894.0;2
5100;;;STARFRUIT;SEASHELLS;4894.0;1
5400;;;BERRIES;SEASHELLS;4000.0;17
6200;;;STARFRUIT;SEASHELLS;4895.0;12
6200;;;STARFRUIT;SEASHELLS;4895.0;1
6300;;;STARFRUIT;SEASHELLS;4901.0;6
6300;;;COCONUTS;SEASHELLS;8099.0;52
6300;;;STARFRUIT;SEASHELLS;4894.0;1
6300;;;BERRIES;SEASHELLS;4003.0;1
6600;;;STARFRUIT;SEASHELLS;4901.0;18
6700;;;AMETHYSTS;SEASHELLS;10002.0;4
6800;;;AMETHYSTS;SEASHELLS;9998.0;1
6800;;;AMETHYSTS;SEASHELLS;9996.0;1
6800;;;AMETHYSTS;SEASHELLS;9996.0;1
6800;;;STARFRUIT;SEASHELLS;4894.0;1
6800;;;STARFRUIT;SEASHELLS;4894.0;1
6900;;;DIVING_GEAR;SEASHELLS;99913.0;2
7200;;;AMETHYSTS;SEASHELLS;10004.0;1
7200;;;STARFRUIT;SEASHELLS;4899.0;1
7300;;;BERRIES;SEASHELLS;3999.0;5
7400;;;DIVING_GEAR;SEASHELLS;99893.0;2
7400;;;AMETHYSTS;SEASHELLS;10002.0;1
7600;;;STARFRUIT;SEASHELLS;4895.0;2
7700;;;STARFRUIT;SEASHELLS;4900.0;1
7700;;;STARFRUIT;SEASHELLS;4901.0;1
7700;;;AMETHYSTS;SEASHELLS;10005.0;1
7800;;;STARFRUIT;SEASHELLS;4900.0;1
7900;;;STARFRUIT;SEASHELLS;4900.0;1
7900;;;AMETHYSTS;SEASHELLS;10002.0;1
8200;;;STARFRUIT;SEASHELLS;4901.0;2
8200;;;AMETHYSTS;SEASHELLS;9998.0;1
8300;;;BERRIES;SEASHELLS;4004.0;15
8400;;;DIVING_GEAR;SEASHELLS;99906.0;2
8600;;;DIVING_GEAR;SEASHELLS;99898.0;2
8700;;;STARFRUIT;SEASHELLS;4898.0;1
8900;;;AMETHYSTS;SEASHELLS;10002.0;5
9600;;;STARFRUIT;SEASHELLS;4896.0;1
10300;;;AMETHYSTS;SEASHELLS;10004.0;2
10300;;;STARFRUIT;SEASHELLS;4896.0;2
10500;;;DIVING_GEAR;SEASHELLS;99894.0;1
10600;;;AMETHYSTS;SEASHELLS;9998.0;1
10600;;;AMETHYSTS;SEASHELLS;9998.0;1
10800;;;AMETHYSTS;SEASHELLS;10002.0;1
10800;;;STARFRUIT;SEASHELLS;4895.0;1
11100;;;AMETHYSTS;SEASHELLS;9996.0;2
11200;;;PINA_COLADAS;SEASHELLS;15174.0;8
11300;;;STARFRUIT;SEASHELLS;4898.0;1
11400;;;AMETHYSTS;SEASHELLS;9998.0;1
11900;;;BERRIES;SEASHELLS;3993.0;10
12000;;;PINA_COLADAS;SEASHELLS;15171.0;27
12000;;;PINA_COLADAS;SEASHELLS;15171.0;11
12100;;;AMETHYSTS;SEASHELLS;10002.0;1
12300;;;BERRIES;SEASHELLS;4001.0;5
12300;;;AMETHYSTS;SEASHELLS;10002.0;1
12500;;;AMETHYSTS;SEASHELLS;10002.0;5
12900;;;COCONUTS;SEASHELLS;8084.0;10
13700;;;AMETHYSTS;SEASHELLS;9998.0;1
14000;;;STARFRUIT;SEASHELLS;4899.0;1
14000;;;AMETHYSTS;SEASHELLS;9996.0;1
14300;;;STARFRUIT;SEASHELLS;4894.0;1
14500;;;STARFRUIT;SEASHELLS;4894.0;1
14800;;;STARFRUIT;SEASHELLS;4894.0;1
14800;;;DIVING_GEAR;SEASHELLS;99843.0;3
15000;;;DIVING_GEAR;SEASHELLS;99849.0;3
15100;;;STARFRUIT;SEASHELLS;4899.0;1
15100;;;AMETHYSTS;SEASHELLS;10002.0;1
15400;;;STARFRUIT;SEASHELLS;4898.0;1
15400;;;AMETHYSTS;SEASHELLS;10002.0;1
15500;;;PINA_COLADAS;SEASHELLS;15163.0;3
