timestamp;buyer;seller;symbol;currency;price;quantity
100;;;AMETHYSTS;SEASHELLS;10002.0;1
300;;;AMETHYSTS;SEASHELLS;9998.0;2
300;;;AMETHYSTS;SEASHELLS;9998.0;1
400;;;STARFRUIT;SEASHELLS;4899.0;9
500;;;STARFRUIT;SEASHELLS;4899.0;1
500;;;AMETHYSTS;SEASHELLS;10004.0;1
500;;;AMETHYSTS;SEASHELLS;10002.0;1
1400;;;STARFRUIT;SEASHELLS;4891.0;1
1500;;;STARFRUIT;SEASHELLS;4896.0;1
1500;;;AMETHYSTS;SEASHELLS;10002.0;1
1700;;;AMETHYSTS;SEASHELLS;10005.0;6
2200;;;STARFRUIT;SEASHELLS;4896.0;16
2400;;;STARFRUIT;SEASHELLS;4894.0;3
2500;;;STARFRUIT;SEASHELLS;4891.0;5
2700;;;AMETHYSTS;SEASHELLS;9998.0;5
2800;;;STARFRUIT;SEASHELLS;4895.0;1
2900;;;AMETHYSTS;SEASHELLS;9998.0;1
3100;;;STARFRUIT;SEASHELLS;4891.0;1
3300;;;AMETHYSTS;SEASHELLS;9996.0;2
3300;;;AMETHYSTS;SEASHELLS;9996.0;2
3700;;;STARFRUIT;SEASHELLS;4897.0;1
4200;;;STARFRUIT;SEASHELLS;4893.0;2
4200;;;STARFRUIT;SEASHELLS;4893.0;10
4300;;;STARFRUIT;SEASHELLS;4892.0;1
4300;;;AMETHYSTS;SEASHELLS;9996.0;2
4300;;;AMETHYSTS;SEASHELLS;9996.0;1
4300;;;AMETHYSTS;SEASHELLS;9995.0;1
4400;;;STARFRUIT;SEASHELLS;4893.0;1
4400;;;AMETHYSTS;SEASHELLS;9998.0;1
4700;;;STARFRUIT;SEASHELLS;4893.0;8
4700;;;STARFRUIT;SEASHELLS;4893.0;4
4800;;;STARFRUIT;SEASHELLS;4898.0;1
4800;;;AMETHYSTS;SEASHELLS;10002.0;3
4900;;;AMETHYSTS;SEASHELLS;9998.0;4
4900;;;AMETHYSTS;SEASHELLS;9998.0;1
5100;;;STARFRUIT;SEASHELLS;4894.0;1
5100;;;STARFRUIT;SEASHELLS;4894.0;2
6200;;;STARFRUIT;SEASHELLS;4895.0;12
6200;;;STARFRUIT;SEASHELLS;4895.0;1
6300;;;STARFRUIT;SEASHELLS;4901.0;6
6300;;;STARFRUIT;SEASHELLS;4894.0;1
6600;;;STARFRUIT;SEASHELLS;4901.0;18
6700;;;AMETHYSTS;SEASHELLS;10002.0;4
6800;;;AMETHYSTS;SEASHELLS;9996.0;1
6800;;;AMETHYSTS;SEASHELLS;9998.0;1
6800;;;AMETHYSTS;SEASHELLS;9996.0;1
6800;;;STARFRUIT;SEASHELLS;4894.0;1
6800;;;STARFRUIT;SEASHELLS;4894.0;1
7200;;;STARFRUIT;SEASHELLS;4899.0;1
7200;;;AMETHYSTS;SEASHELLS;10004.0;1
