timestamp;buyer;seller;symbol;currency;price;quantity
0;;;STARFRUIT;SEASHELLS;5003.0;1
0;;;AMETHYSTS;SEASHELLS;9996.0;1
0;;;AMETHYSTS;SEASHELLS;9996.0;1
1100;;;STARFRUIT;SEASHELLS;4998.0;1
1300;;;STARFRUIT;SEASHELLS;5000.0;4
1300;;;STARFRUIT;SEASHELLS;5000.0;3
1400;;;STARFRUIT;SEASHELLS;4997.0;10
1500;;;STARFRUIT;SEASHELLS;5004.0;1
1500;;;AMETHYSTS;SEASHELLS;10004.0;1
1800;;;STARFRUIT;SEASHELLS;5003.0;1
2000;;;STARFRUIT;SEASHELLS;5002.0;1
2500;;;AMETHYSTS;SEASHELLS;9998.0;1
3200;;;STARFRUIT;SEASHELLS;4996.0;1
3200;;;AMETHYSTS;SEASHELLS;9996.0;1
3300;;;AMETHYSTS;SEASHELLS;9995.0;2
3300;;;STARFRUIT;SEASHELLS;4996.0;2
3600;;;AMETHYSTS;SEASHELLS;10005.0;6
3900;;;STARFRUIT;SEASHELLS;5002.0;1
4000;;;AMETHYSTS;SEASHELLS;9998.0;1
4200;;;STARFRUIT;SEASHELLS;4996.0;1
4200;;;AMETHYSTS;SEASHELLS;10004.0;2
4200;;;AMETHYSTS;SEASHELLS;10004.0;1
6400;;;STARFRUIT;SEASHELLS;4995.0;1
6600;;;STARFRUIT;SEASHELLS;4995.0;1
6700;;;AMETHYSTS;SEASHELLS;9998.0;2
6700;;;STARFRUIT;SEASHELLS;4996.0;2
6900;;;STARFRUIT;SEASHELLS;4999.0;1
6900;;;STARFRUIT;SEASHELLS;4999.0;1
7300;;;STARFRUIT;SEASHELLS;4995.0;1
7400;;;STARFRUIT;SEASHELLS;5000.0;1
7400;;;STARFRUIT;SEASHELLS;4996.0;1
7400;;;AMETHYSTS;SEASHELLS;10002.0;1
7500;;;AMETHYSTS;SEASHELLS;10002.0;1
8200;;;STARFRUIT;SEASHELLS;5000.0;1
8600;;;STARFRUIT;SEASHELLS;4999.0;1
8600;;;AMETHYSTS;SEASHELLS;10002.0;1
8700;;;AMETHYSTS;SEASHELLS;10002.0;2
8700;;;STARFRUIT;SEASHELLS;4999.0;2
8800;;;AMETHYSTS;SEASHELLS;10002.0;1
8800;;;STARFRUIT;SEASHELLS;4999.0;1
9600;;;AMETHYSTS;SEASHELLS;10000.0;3
10100;;;AMETHYSTS;SEASHELLS;9998.0;1
10200;;;AMETHYSTS;SEASHELLS;9996.0;1
10200;;;STARFRUIT;SEASHELLS;4994.0;1
10500;;;STARFRUIT;SEASHELLS;4999.0;5
11100;;;STARFRUIT;SEASHELLS;5001.0;2
11100;;;AMETHYSTS;SEASHELLS;10005.0;2
11300;;;STARFRUIT;SEASHELLS;4994.0;1
11400;;;STARFRUIT;SEASHELLS;4995.0;1
12800;;;STARFRUIT;SEASHELLS;4994.0;13
12900;;;STARFRUIT;SEASHELLS;4999.0;1
13000;;;AMETHYSTS;SEASHELLS;9998.0;1
13500;;;STARFRUIT;SEASHELLS;4993.0;1
13600;;;AMETHYSTS;SEASHELLS;9998.0;1
13900;;;STARFRUIT;SEASHELLS;4992.0;2
13900;;;AMETHYSTS;SEASHELLS;9996.0;1
13900;;;AMETHYSTS;SEASHELLS;9996.0;1
